path,label
/home/xbgydx/Desktop/XDTestClipFeatures/Desperado.1995__#01-14-11_01-17-28_label_B2-G-0__0.npy,B2-G-0
/home/xbgydx/Desktop/XDTestClipFeatures/Election.2005__#00-47-57_00-50-54_label_B5-0-0__0.npy,B5-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fast.Five.2011__#00-01-41_00-01-57_label_B6-0-0__0.npy,B6-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fast.Five.2011__#00-32-05_00-32-24_label_B1-B2-0__0.npy,B1-B2-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fast.Five.2011__#00-32-56_00-33-26_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fast.Five.2011__#01-29-27_01-32-05_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fast.Furious.2009__#00-21-06_00-21-57_label_B6-B2-0__0.npy,B6-B2-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fast.Furious.2009__#00-25-59_00-26-25_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fast.Furious.2009__#00-42-10_00-42-41_label_B6-0-0__0.npy,B6-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fast.Furious.2009__#01-18-00_01-19-00_label_B2-B6-0__0.npy,B2-B6-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fast.Furious.2009__#01-29-10_01-29-55_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fast.Furious.6.2013__#00-45-40_00-47-13_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fast.Furious.6.2013__#01-03-25_01-04-59_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fast.Furious.6.2013__#01-38-33_01-39-20_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fury.2014__#00-07-30_00-07-58_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Fury.2014__#00-39-36_00-40-44_label_B1-B2-0__0.npy,B1-B2-0
/home/xbgydx/Desktop/XDTestClipFeatures/Gladiator.2000__#01-10-27_01-11-59_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/God.Bless.America.2011__#00-12-40_00-13-12_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/God.Bless.America.2011__#00-38-25_00-39-37_label_B2-B5-0__0.npy,B2-B5-0
/home/xbgydx/Desktop/XDTestClipFeatures/God.Bless.America.2011__#01-32-00_01-32-50_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/GoldenEye.1995__#00-10-00_00-10-40_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/GoldenEye.1995__#00-24-53_00-25-06_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/GoldenEye.1995__#01-17-05_01-19-57_label_B2-B1-0__0.npy,B2-B1-0
/home/xbgydx/Desktop/XDTestClipFeatures/GoldenEye.1995__#02-02-15_02-02-47_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/GoldenEye.1995__#02-03-40_02-04-13_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Haywire.2011__#00-03-51_00-05-12_label_B1-B2-0__0.npy,B1-B2-0
/home/xbgydx/Desktop/XDTestClipFeatures/Haywire.2011__#00-16-07_00-16-49_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Haywire.2011__#00-39-07_00-41-48_label_B1-B2-0__0.npy,B1-B2-0
/home/xbgydx/Desktop/XDTestClipFeatures/Haywire.2011__#01-20-20_01-21-57_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/IP.Man.2.2010__#00-07-14_00-09-13_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/IP.Man.2.2010__#01-35-55_01-39-11_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Ip.Man.2008__#00-46-51_00-47-30_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Ip.Man.2008__#00-48-57_00-50-47_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Ip.Man.2008__#01-14-31_01-15-24_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Ip.Man.2008__#01-40-37_01-42-07_label_B4-0-0__0.npy,B4-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Ip.Man.3.2015__#00-17-51_00-18-51_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Ip.Man.3.2015__#00-44-45_00-45-08_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Ip.Man.3.2015__#00-46-08_00-54-20_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Jason.Bourne.2016__#0-17-25_0-18-53_label_B4-0-0__0.npy,B4-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Jason.Bourne.2016__#0-29-48_0-30-29_label_B4-0-0__0.npy,B4-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Jason.Bourne.2016__#0-50-20_0-50-30_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Kill.Bill.Vol.1.2003__#01-17-20_01-20-20_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Kill.Bill.Vol.1.2003__#01-21-39_01-26-55_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Kill.Bill.Vol.1.2003__#01-26-56_01-28-18_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Kill.Bill.Vol.2.2004__#0-25-20_0-26-20_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Kingsman.The.Golden.Circle.2017__#00-35-55_00-36-35_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Kingsman.The.Golden.Circle.2017__#00-41-22_00-41-32_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Kingsman.The.Secret.Service.2014__#00-22-10_00-23-10_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Kingsman.The.Secret.Service.2014__#01-43-40_01-44-50_label_B2-G-0__0.npy,B2-G-0
/home/xbgydx/Desktop/XDTestClipFeatures/Law.Abiding.Citizen.2009__#01-26-34_01-27-25_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Lord.of.War__#00-50-10_00-50-50_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Lord.of.War__#01-41-04_01-41-53_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Love.Death.and.Robots.S01E10__#0-01-00_0-02-13_label_B2-G-0__0.npy,B2-G-0
/home/xbgydx/Desktop/XDTestClipFeatures/Love.Death.and.Robots.S01E13__#0-11-48_0-12-07_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Love.Death.and.Robots.S01E15__#0-05-38_0-06-18_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mindhunters.2004__#01-19-00_01-20-05_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.Fallout.2018__#00-31-21_00-32-50_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.Fallout.2018__#00-39-18_00-40-36_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.Fallout.2018__#02-03-50_02-04-35_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.Ghost.Protocol.2011__#00-01-18_00-01-40_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.Ghost.Protocol.2011__#01-12-38_01-13-43_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.Ghost.Protocol.2011__#01-54-24_01-54-50_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.Ghost.Protocol.2011__#01-56-52_01-57-03_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.II.2000__#01-18-55_01-20-53_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.II.2000__#01-25-08_01-25-31_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.II.2000__#01-29-30_01-29-44_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.II.2000__#01-32-56_01-33-25_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.II.2000__#01-38-25_01-38-41_label_B2-B5-0__0.npy,B2-B5-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.II.2000__#01-46-20_01-47-11_label_B2-B6-0__0.npy,B2-B6-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.III.2006__#00-19-56_00-20-26_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.III.2006__#00-56-23_00-56-40_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.III.2006__#01-06-52_01-07-15_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.III.2006__#01-54-02_01-54-40_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.V.Rogue.Nation.2015__#00-14-40_00-17-12_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.V.Rogue.Nation.2015__#00-17-27_00-17-55_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.V.Rogue.Nation.2015__#01-15-52_01-16-48_label_B6-B2-0__0.npy,B6-B2-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.V.Rogue.Nation.2015__#01-19-48_01-20-20_label_B6-0-0__0.npy,B6-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Mission.Impossible.V.Rogue.Nation.2015__#01-54-23_01-55-10_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/New.Kids.Turbo.2010__#00-22-35_00-23-14_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/New.Kids.Turbo.2010__#00-50-13_00-50-34_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Operation.Red.Sea.2018__#0-02-17_0-02-37_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Operation.Red.Sea.2018__#0-16-06_0-16-46_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Operation.Red.Sea.2018__#0-25-36_0-26-03_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Operation.Red.Sea.2018__#0-29-36_0-30-20_label_B2-G-0__0.npy,B2-G-0
/home/xbgydx/Desktop/XDTestClipFeatures/Operation.Red.Sea.2018__#0-56-26_0-57-10_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Operation.Red.Sea.2018__#01-20-58_01-22-00_label_B5-0-0__0.npy,B5-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Operation.Red.Sea.2018__#01-37-22_01-37-36_label_G-B2-0__0.npy,G-B2-0
/home/xbgydx/Desktop/XDTestClipFeatures/Quantum.Of.Solace.2008__#01-19-30_01-20-05_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Quantum.Of.Solace.2008__#01-30-26_01-30-42_label_B2-B1-0__0.npy,B2-B1-0
/home/xbgydx/Desktop/XDTestClipFeatures/Rush.Hour.1998.BluRay__#00-08-08_00-09-15_label_B2-B6-G__0.npy,B2-B6-G
/home/xbgydx/Desktop/XDTestClipFeatures/Rush.Hour.1998.BluRay__#00-11-05_00-12-10_label_B2-B1-0__0.npy,B2-B1-0
/home/xbgydx/Desktop/XDTestClipFeatures/Rush.Hour.1998.BluRay__#01-20-28_01-21-38_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Rush.Hour.1998.BluRay__#01-25-21_01-25-46_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Rush.Hour.3.2007.BluRay__#00-04-59_00-05-31_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Rush.Hour.3.2007.BluRay__#00-34-11_00-35-46_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Rush.Hour.3.2007.BluRay__#00-40-56_00-41-52_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Rush.Hour.3.2007.BluRay__#01-12-16_01-12-36_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Salt.2010__#00-17-40_00-18-16_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Salt.2010__#01-06-27_01-07-07_label_G-B2-0__0.npy,G-B2-0
/home/xbgydx/Desktop/XDTestClipFeatures/Salt.2010__#01-12-05_01-12-32_label_B2-G-0__0.npy,B2-G-0
/home/xbgydx/Desktop/XDTestClipFeatures/Saving.Private.Ryan.1998__#00-47-50_00-49-35_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Saving.Private.Ryan.1998__#02-16-58_02-17-13_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Saving.Private.Ryan.1998__#02-20-00_02-20-13_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Saving.Private.Ryan.1998__#02-23-00_02-23-28_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Saving.Private.Ryan.1998__#02-23-58_02-24-18_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Saving.Private.Ryan.1998__#02-24-18_02-25-42_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Saving.Private.Ryan.1998__#02-25-42_02-26-03_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Shoot.Em.Up.2007__#00-32-40_00-35-10_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Shoot.Em.Up.2007__#00-53-25_00-56-47_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Shoot.Em.Up.2007__#00-56-56_00-57-15_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Sin.City.2005__#0-06-42_0-07-06_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Sin.City.2005__#0-10-40_0-11-40_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Sin.City.2005__#0-22-04_0-22-18_label_B5-0-0__0.npy,B5-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Sin.City.2005__#0-29-34_0-29-56_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Sin.City.2005__#0-32-00_0-32-16_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Sin.City.2005__#0-43-45_0-44-01_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Sin.City.2005__#01-19-08_01-19-23_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Sin.City.2005__#01-51-59_01-52-29_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Skyfall.2012__#00-03-22_00-03-40_label_B6-0-0__0.npy,B6-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Skyfall.2012__#00-06-10_00-06-25_label_B6-0-0__0.npy,B6-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Skyfall.2012__#01-20-05_01-20-20_label_B1-B2-0__0.npy,B1-B2-0
/home/xbgydx/Desktop/XDTestClipFeatures/Skyfall.2012__#01-55-44_01-56-57_label_B2-G-0__0.npy,B2-G-0
/home/xbgydx/Desktop/XDTestClipFeatures/Skyfall.2012__#01-57-40_01-58-00_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Skyfall.2012__#02-08-44_02-09-17_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Spectre.2015__#00-44-05_00-44-40_label_B1-B2-0__0.npy,B1-B2-0
/home/xbgydx/Desktop/XDTestClipFeatures/Spectre.2015__#01-08-58_01-09-20_label_B1-B2-0__0.npy,B1-B2-0
/home/xbgydx/Desktop/XDTestClipFeatures/Spectre.2015__#01-10-35_01-10-53_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Spectre.2015__#01-32-55_01-35-40_label_B1-B2-0__0.npy,B1-B2-0
/home/xbgydx/Desktop/XDTestClipFeatures/Spectre.2015__#02-02-57_02-03-27_label_B1-B2-0__0.npy,B1-B2-0
/home/xbgydx/Desktop/XDTestClipFeatures/Spectre.2015__#02-15-30_02-16-05_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Taken.2.UNRATED.EXTENDED.2012__#00-13-42_00-14-16_label_B5-0-0__0.npy,B5-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Taken.2.UNRATED.EXTENDED.2012__#00-45-50_00-46-20_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Taken.2.UNRATED.EXTENDED.2012__#01-00-00_01-00-16_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Taken.2.UNRATED.EXTENDED.2012__#01-06-28_01-06-49_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Taken.2.UNRATED.EXTENDED.2012__#01-18-25_01-18-40_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Taken.2.UNRATED.EXTENDED.2012__#01-18-40_01-19-00_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Taken.3.2014__#00-03-58_00-04-16_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Taken.3.2014__#01-04-50_01-05-05_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Taken.3.2014__#01-09-26_01-09-54_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Taken.3.2014__#01-12-48_01-14-30_label_B2-B1-0__0.npy,B2-B1-0
/home/xbgydx/Desktop/XDTestClipFeatures/Taken.3.2014__#01-19-13_01-19-30_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Taken.Extended.Cut.2008__#00-33-51_00-34-03_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/Taken.Extended.Cut.2008__#00-50-45_00-51-04_label_B2-B6-0__0.npy,B2-B6-0
/home/xbgydx/Desktop/XDTestClipFeatures/The.Bourne.Identity.2002__#0-19-53_0-21-48_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/The.Bourne.Identity.2002__#0-54-45_0-56-25_label_B6-0-0__0.npy,B6-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/The.Bourne.Identity.2002__#01-27-39_01-29-19_label_B2-0-0__0.npy,B2-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/The.Bourne.Identity.2002__#01-45-00_01-45-46_label_B1-0-0__0.npy,B1-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/The.Bourne.Legacy.2012__#0-39-56_0-40-15_label_G-0-0__0.npy,G-0-0
/home/xbgydx/Desktop/XDTestClipFeatures/The.Bourne.Legacy.2012__#0-59-18_01-01-52_label_B2-B1-0__0.npy,B2-B1-0
/home/xbgydx/Desktop/XDTestClipFeatures/The.Bourne.Ultimatum.2007__#01-26-27_01-28-03_label_B2-B6-0__0.npy,B2-B6-0
/home/xbgydx/Desktop/XDTestClipFeatures/The.Bourne.Ultimatum.2007__#01-44-02_01-44-11_label_B2-0-0__0.npy,B2-0-0
